id,authorId,content,contentVector,createdAt,moderationReason,status,updatedAt,_CategoryToPost,Attachment,Comment,Like
72c6cb37-4cf4-43ae-a993-4cd0ead79578,5a3c02df-6c93-4aae-b63e-f598c32df599,This is what the data says about whether having children improves the happiness levels of women: https://bbc.in/4rENoy5,,2026-03-26T00:11:49.084Z,,PUBLISHED,2026-03-30T00:11:49.084Z,,,,
72e4695f-4d31-428e-b527-e70c1f05c051,ecb51e1a-b698-40a0-95d8-2eea6e774ba4,Fiddler crab feeding time!,,2026-03-07T00:14:30.674Z,,PUBLISHED,2026-03-30T00:14:30.674Z,,,,
72f3e4fb-98ff-49f5-839e-c43fd474a0ed,057c3369-0766-457a-9b06-b8241bbfb888,"🦩 COSPLAY ALBUM | SỔ SỨ MỆNH 88 - NỮ THẦN NHIỆT ĐỚI🦩

🍸 Đến Tel Mi Lounge, đồ uống chỉ là “gia vị”, còn tâm điểm thật sự chính là hai nữ thần khiến mọi ánh mắt đều phải dõi theo

📸 Cùng ngắm nhìn vẻ đẹp của Tel’Annas và Mina trong album cosplay này nhé! Và bật mí nhẹ… vẫn còn những bức hình xinh đẹp của 2 nữ thần này đang chờ bạn khám phá vào ngày 26/3 👀

⏰ Cuối cùng, đừng quên đặt trước Sổ Sứ Mệnh 88 - Nữ Thần Nhiệt Đới từ 27/03 nha!",,2026-03-16T00:13:33.530Z,,PUBLISHED,2026-03-30T00:13:33.530Z,,,,
7300d267-c825-4796-81e9-3a893288937b,ecb51e1a-b698-40a0-95d8-2eea6e774ba4,One wrong move… and it’s over.,,2026-03-06T00:14:30.674Z,,PUBLISHED,2026-03-30T00:14:30.674Z,,,,
73031e60-bd69-4258-bc6a-1e6f1a9bf48a,201ca225-be01-440e-94d0-8de62bff41b0,"Some kinds of static electricity are easy to understand. Rub a balloon against your hair, and negative charges will accumulate on the rubber because it has a greater affinity for holding charges. Your hair, now positively charged, will be attracted to the balloon. And because like charges repel, strands of your hair will splay out from each other.

But identical materials with identical affinities can also exchange charges, seemingly without rhyme or reason. Particles in volcanic ash plumes somehow build up enough charge to trigger lightning; dust in grain silos can spark and explode.

In a new study, researchers say they have finally found the culprit: trace amounts of surface contamination by carbon-bearing molecules from the air. 

Learn more: https://scim.ag/40QTTD7",,2026-03-07T00:16:21.988Z,,PUBLISHED,2026-03-30T00:16:21.988Z,,,,
732a7fc2-c93b-4ff3-bce5-e0cbc6ef6209,d7497b01-a9a0-4cd7-8999-666a8ca37779,"Không cần vội, vì cơ hội trên thị trường luôn quay lại.",,2026-03-12T00:12:04.666Z,,PUBLISHED,2026-03-30T00:12:04.666Z,,,,
7357a3df-9c63-421e-bc1e-5ef941d55ae5,cd18b325-af17-4a51-899b-d917f57eb898,"For hundreds of years, hereditary peers have had the right to make and debate laws in Parliament.",,2026-03-16T00:15:26.314Z,,PUBLISHED,2026-03-30T00:15:26.314Z,,,,
73ac4183-7625-4d2e-af0a-1074d1be8cf2,4bc7eff0-091a-45f8-84ca-72276cc4fc1e,Vụ nữ sinh bị tai nạn giao thông tử vong ở Vĩnh Long: Khởi tố nguyên Phó Thủ trưởng và Điều tra viên,,2026-03-23T00:15:25.605Z,,PUBLISHED,2026-03-30T00:15:25.605Z,,,,
73c7e64e-d366-4939-ba8d-7612df44827e,b1880d5a-11cc-408c-baa2-55dd1b4cc000,Quần kaki phối thế này sẽ trẻ ra 10 tuổi  #melamdep #phoidonu #phoidoxinh #thoitrang,,2026-03-06T00:12:20.961Z,,PUBLISHED,2026-03-30T00:12:20.961Z,,,,
73e74046-bb2b-43ca-964f-b3babd401de9,bb264706-0be1-43ae-997a-138bca242377,"Iran has reportedly mobilized over one million personnel, including regular army units and the Islamic Revolutionary Guard Corps (IRGC), in preparation for a potential large-scale ground invasion by U.S. forces. This massive buildup represents one of the largest defensive mobilizations in the region's history, signaling Tehran's commitment to a ""total defense"" strategy.

Military analysts note that this force is heavily focused on asymmetric urban warfare and mountainous terrain defense, designed to make any foreign ground presence extremely costly and prolonged. By distributing these fighters across strategic nodes, Iran aims to create a multi-layered defensive shield that extends far beyond its major cities.

The mobilization comes as U.S. elite units, like the 82nd Airborne, begin arriving in the Persian Gulf, heightening fears of an imminent ""final blow"" operation. This sheer volume of Iranian manpower is intended to serve as a major deterrent, forcing Western planners to reconsider the viability of a sustained land campaign.

Reports suggest that a significant portion of this million-man force includes the Basij paramilitary volunteer militia, which has been integrated into the national defense grid for rapid deployment. This domestic ""stay-behind"" force is trained to conduct localized resistance and sabotage against any occupying military infrastructure.

As the 48-hour deadline for the pause on energy infrastructure strikes looms, both sides are now positioned at a critical peak of military readiness. The scale of this Iranian mobilization suggests that if diplomacy fails, the resulting ground conflict could surpass any regional engagement seen in recent decades.

#Iran #USA #GroundWar #BreakingNews #MiddleEast",,2026-03-14T00:15:43.980Z,,PUBLISHED,2026-03-30T00:15:43.980Z,,,,
741a96ce-263a-4c45-834a-08ee37f9617c,2511bcf1-0466-4d80-b869-d52e723331aa,Can you name all 10? 🤔 #UCLdeliver Takeaway.com,,2026-03-21T00:16:37.929Z,,PUBLISHED,2026-03-30T00:16:37.929Z,,,,
743e666e-cd93-4a69-8797-224875630cf9,e80c9d9f-94e9-46db-85a6-1a3fd705818b,Chưa tày đâu 🤡,,2026-03-08T00:13:17.515Z,,PUBLISHED,2026-03-30T00:13:17.515Z,,,,
744e82d1-8ecc-4316-88b9-5229d35c369d,063ce956-10ac-4677-a744-7ad0b829f7a0,"Sau khi ĐHĐCĐ thường niên 2026 của CTCP Chứng khoán MB (HNX: MBS) thông qua miễn nhiệm chức vụ Chủ tịch của ông Lê Viết Hải, HĐQT đã họp và bầu ông Phan Phương Anh làm người kế nhiệm.",,2026-03-05T00:12:04.871Z,,PUBLISHED,2026-03-30T00:12:04.871Z,,,,
74728573-dc74-497f-b15a-a570ddc7fd09,a6f43c21-de9d-4c11-b41d-c22d63b8579f,"🇻🇳  XEM XÉT NHÂN SỰ LÃNH ĐẠO NHÀ NƯỚC NHIỆM KỲ MỚI

Sáng 23/3/2026, Hội nghị lần thứ hai Ban Chấp hành Trung ương Đảng khóa 14 đã khai mạc với nhiều nội dung quan trọng, trong đó có việc xem xét công tác nhân sự lãnh đạo các cơ quan nhà nước nhiệm kỳ 2026-2031. 

Tại hội nghị, Trung ương sẽ thảo luận, cân nhắc kỹ lưỡng về tiêu chuẩn, cơ cấu và các phương án nhân sự cho những vị trí lãnh đạo chủ chốt của Đảng và Nhà nước trong thời gian tới. 

Đây là bước chuẩn bị then chốt cho Đại hội tới, nhằm kiện toàn bộ máy lãnh đạo cấp cao, bảo đảm sự kế thừa, ổn định và phát triển của hệ thống chính trị.

Kết quả hội nghị được kỳ vọng sẽ tạo nền tảng quan trọng cho việc định hình bộ máy lãnh đạo nhiệm kỳ mới, đáp ứng yêu cầu phát triển đất nước trong giai đoạn tiếp theo.

#ccnnews #chinhtrivietnam #tinnoichinh #hoinghitrunguonglan2",,2026-03-08T00:15:44.195Z,,PUBLISHED,2026-03-30T00:15:44.195Z,,,,
748020c3-2c0c-4f1d-9ca3-dea9afaaef80,0eaf3dab-44d0-4bc9-a5ad-7ef101236200,"[CTDL & GT]. Mảng hiệu - 1D, 2D Different array. 

#28tech",,2026-03-22T00:16:04.884Z,,PUBLISHED,2026-03-30T00:16:04.884Z,,,,
74aa28f7-c971-4a50-aed7-6e95f257a712,0eaf3dab-44d0-4bc9-a5ad-7ef101236200,Nó sai sai nhợ =))),,2026-03-10T00:16:04.886Z,,PUBLISHED,2026-03-30T00:16:04.886Z,,,,
74b5673b-12fc-4915-a3f3-e4f845debe2b,2be0df6d-8cc8-47c0-8130-21581a18ab30,(No text content),,2026-03-17T00:13:00.831Z,,PUBLISHED,2026-03-30T00:13:00.831Z,,,,
74b667f8-7949-4962-b4ea-2ba5af713956,ecb51e1a-b698-40a0-95d8-2eea6e774ba4,Did you know? Male seahorses give birth!,,2026-03-14T00:14:30.674Z,,PUBLISHED,2026-03-30T00:14:30.674Z,,,,
74d1effc-abd4-4140-8df1-2c8507b5db2e,2511bcf1-0466-4d80-b869-d52e723331aa,Manolas in Rome 😤,,2026-03-01T00:16:37.929Z,,PUBLISHED,2026-03-30T00:16:37.929Z,,,,
